app_id,app_name,app_aliases,category,source,form,cooked_yield_ratio,ifct_code,ifct_name_used,usda_fdc_id,usda_description,mapping_notes,confidence,gaps_filled_from,unit_default_g,household_units,allergens,dietary_tags,review_status
coriander_seeds_raw,Coriander seeds,coriander seeds; dhania; sabut dhaniya; kothamalli vidai,spice,ifct,raw,1,G024,Coriander seeds,,,IFCT match regn=6,exact,,5,"{""tsp"": 2, ""tbsp"": 6}",,vegetarian eggetarian fishetarian veg,human_ok
garam_masala_raw,Garam masala,garam masala; garam masala powder,spice,usda,raw,1,,,,"Spices, garam masala",IFCT has no blend entry. FDC 171324 SR Legacy garam masala. Blends vary widely by region/brand; consider recomposing as source=composed from G023 cloves + G020 green cardamom + G021 black cardamom + G031 black pepper + G025 cumin + G024 coriander + cinnamon (USDA) in v2 if accuracy matters. User verify FDC ID.,weak,,2,"{""tsp"": 2, ""tbsp"": 6, ""pinch"": 0.3}",,vegetarian eggetarian fishetarian veg,human_ok
mustard_seeds_raw,Mustard seeds,mustard seeds; rai; sarson; kadugu; black mustard seeds,spice,ifct,raw,1,H013,Mustard seeds,,,"IFCT H013 sits in 'Nuts and Oil Seeds' group, not Spices, but is the mustard seeds entry. regn=6.",exact,,3,"{""tsp"": 3, ""tbsp"": 9, ""pinch"": 0.3}",mustard,vegetarian eggetarian fishetarian veg,human_ok
fenugreek_seeds_raw,Fenugreek seeds,fenugreek seeds; methi dana; methi seeds; vendhayam,spice,ifct,raw,1,G026,Fenugreek seeds,171324,"Spices, fenugreek seed",IFCT match regn=6,exact,,3,"{""tsp"": 4, ""tbsp"": 12, ""pinch"": 0.3}",,vegetarian eggetarian fishetarian veg,human_ok
asafoetida_raw,Asafoetida,asafoetida; hing; perungayam; kayam,spice,ifct,raw,1,G019,Asafoetida,,,IFCT match regn=6. Note: commercial hing is usually compounded with wheat flour starch (gluten); IFCT entry is pure resin. Add gluten allergen if you stock compounded hing.,exact,,1,"{""pinch"": 0.3, ""tsp"": 2}",,vegetarian eggetarian fishetarian veg,human_ok
bay_leaf_raw,Bay leaf,bay leaf; tej patta; tejpatta; biryani leaf,spice,usda,raw,1,,,170917,"Spices, bay leaf","IFCT has no bay leaf entry (note: Indian tej patta is Cinnamomum tamala, not true Mediterranean Laurus nobilis; FDC 170917 is true bay. Nutritionally close enough for v1, but flag for v2 review.). User verify.",approximate,,0.5,"{""leaf"": 0.5, ""tsp_crushed"": 0.6}",,vegetarian eggetarian fishetarian veg,human_ok
dried_red_chilli_raw,Dried red chilli,dried red chilli; sukha lal mirch; whole red chilli; byadgi; kashmiri chilli,spice,ifct,raw,1,G022,"Chillies, red",,,IFCT G022 = whole dried red chillies. Same code as powder form since IFCT does not separate. regn=6.,exact,,2,"{""whole_small"": 1, ""whole_medium"": 2}",,vegetarian eggetarian fishetarian veg,human_ok
black_pepper_raw,Black pepper,black pepper; kali mirch; milagu; pepper,spice,ifct,raw,1,G031,"Pepper, black",,,IFCT match regn=6. Same entry for whole and ground.,exact,,3,"{""tsp"": 3, ""tbsp"": 9, ""pinch"": 0.3}",,vegetarian eggetarian fishetarian veg,human_ok
ginger_raw,Ginger,ginger; fresh ginger; adrak; inji; allam,spice,ifct,raw,1,G014,"Ginger, fresh",,,IFCT match regn=6. Use this for fresh ginger; ginger powder/sonth would need USDA.,exact,,10,"{""inch_piece"": 10, ""tsp_grated"": 5, ""tbsp_grated"": 15}",,vegetarian eggetarian fishetarian veg,human_ok
garlic_raw,Garlic,garlic; lasun; lehsun; poondu; vellulli,spice,ifct,raw,1,G011,"Garlic, big clove",,,Chose G011 big clove (regn=6) over G012 small (regn=3). Most common commercial garlic in India.,exact,,5,"{""clove"": 3, ""tsp_minced"": 5, ""tbsp_minced"": 15}",,vegetarian eggetarian fishetarian veg,human_ok
salt_raw,Salt,salt; namak; uppu; iodised salt; table salt,spice,usda,raw,1,,,173468,"Salt, table, iodized","IFCT has no salt entry (no caloric/macro content, minerals only). FDC 173468 SR Legacy iodised; user verify. Consider 746775 if non-iodised needed.",good,,5,"{""tsp"": 6, ""pinch"": 0.4}",,vegetarian eggetarian fishetarian veg,human_ok
sugar_raw,Sugar,sugar; refined sugar; cheeni; chakkara; white sugar,sweetener,usda,raw,1,,,169655,"Sugars, granulated",IFCT gap (per spec — refined sugar excluded). FDC 169655 SR Legacy granulated sugar. User verify.,good,,5,"{""tsp"": 4, ""tbsp"": 12, ""cup"": 200}",,vegetarian eggetarian fishetarian veg,human_ok
kasuri_methi_raw,Dried fenugreek leaves,kasuri methi; kasoori methi; dried fenugreek leaves; sukhi methi,spice,usda,raw,1,,,,"Spices, fenugreek seed","No USDA entry for dried fenugreek leaves (kasuri methi). IFCT C020 is fresh fenugreek leaves — distinct from dried form (~10x nutrient density due to moisture loss). FDC 173470 'Spices, fenugreek seed' used as closest available USDA proxy for a dried fenugreek product, though seeds differ from leaves. Consider source=composed (dry C020 values × 10) for v2 accuracy.",weak,,1,"{""tsp_crushed"": 1, ""tbsp_crushed"": 3}",,vegetarian eggetarian fishetarian veg,human_ok
ajwain_raw,Ajwain,ajwain; carom seeds; bishop's weed; omum; ajwan,spice,ifct,raw,1,G029,Omum,,,IFCT G029 'Omum' is the same as ajwain/carom seeds (Trachyspermum ammi). Omum is the South Indian / IFCT preferred name. regn=6.,exact,,2,"{""tsp"": 2, ""pinch"": 0.3}",,vegetarian eggetarian fishetarian veg,human_ok
fennel_seeds_raw,Fennel seeds,fennel seeds; saunf; sombu; perun jeerakam; variyali,spice,usda,raw,1,,,171323,"Spices, fennel seed",IFCT has no fennel seed entry (surprising given common use). FDC 170926 SR Legacy. User verify.,good,,5,"{""tsp"": 2, ""tbsp"": 6}",,vegetarian eggetarian fishetarian veg,human_ok
curry_powder_raw,Curry powder,curry powder; madras curry powder,spice,usda,raw,1,,,,"Spices, curry powder",IFCT no entry. FDC 170925 SR Legacy. Note: 'curry powder' is largely a British/export concept — Indian cooking uses individual masalas. Same recompose option as garam masala if used heavily. User verify.,weak,,2,"{""tsp"": 2, ""tbsp"": 6}",,vegetarian eggetarian fishetarian veg,human_ok
green_cardamom_raw,Green cardamom,green cardamom; elaichi; choti elaichi; hari elaichi; yelakai,spice,ifct,raw,1,G020,"Cardamom, green",,,IFCT match regn=6,exact,,1,"{""pod"": 0.3, ""tsp_seeds"": 2}",,vegetarian eggetarian fishetarian veg,human_ok
black_cardamom_raw,Black cardamom,black cardamom; badi elaichi; kali elaichi; moti elaichi,spice,ifct,raw,1,G021,"Cardamom, black",,,IFCT match regn=4 (lower regn but only black cardamom entry).,good,,1,"{""pod"": 1, ""tsp_seeds"": 2}",,vegetarian eggetarian fishetarian veg,human_ok
cloves_raw,Cloves,cloves; laung; lavang; krambu; kirambu,spice,ifct,raw,1,G023,Cloves,,,IFCT match regn=6,exact,,2,"{""piece"": 0.07, ""tsp"": 2, ""tbsp"": 6}",,vegetarian eggetarian fishetarian veg,human_ok
cinnamon_raw,Cinnamon,cinnamon; dalchini; dalchin; karuva pattai; lavangapattai,spice,usda,raw,1,,,171320,"Spices, cinnamon, ground",IFCT gap (per spec). FDC 171320 SR Legacy ground cinnamon (Cinnamomum verum/cassia blend typical of US retail). Note: Indian dalchini is usually Cinnamomum verum (true Ceylon) or cassia; FDC entry is acceptable proxy. User verify.,good,,2,"{""tsp_ground"": 2, ""stick_inch"": 0.5, ""tbsp_ground"": 6}",,vegetarian eggetarian fishetarian veg,human_ok
star_anise_raw,Star anise,star anise; chakra phool; anasphal; badiyan,spice,usda,raw,1,,,,"Spices, anise seed",Used in trace quantities; nutritional contribution negligible. No exact FDC match for Illicium verum; FDC 170915 anise seed retained as closest available proxy.,weak,,1,"{""whole"": 1, ""tsp_ground"": 2}",,vegetarian eggetarian fishetarian veg,human_ok
nutmeg_raw,Nutmeg,nutmeg; jaiphal; jathikka; jaikaay,spice,ifct,raw,1,G028,Nutmeg,,,IFCT match regn=6,exact,,1,"{""whole"": 5, ""tsp_grated"": 2, ""pinch"": 0.3}",,vegetarian eggetarian fishetarian veg,human_ok
mace_raw,Mace,mace; javitri; jathipathri; jaipatri,spice,ifct,raw,1,G027,Mace,,,IFCT match regn=6,exact,,1,"{""tsp"": 1, ""blade"": 0.2}",,vegetarian eggetarian fishetarian veg,human_ok
saffron_raw,Saffron,saffron; kesar; zafran; kumkumapoo,spice,usda,raw,1,,,,"Spices, saffron",IFCT no entry. FDC 171323 SR Legacy. Used in such tiny quantities that nutrition contribution is negligible. User verify.,weak,,0.1,"{""pinch"": 0.06, ""tsp"": 0.7, ""strands_few"": 0.03}",,vegetarian eggetarian fishetarian veg,human_ok
black_salt_raw,Black salt,black salt; kala namak; sanchal; bit lavan,spice,usda,raw,1,,,746775,"Salt, table",IFCT no entry. No specific FDC entry for kala namak — using plain salt FDC 746775 as proxy. Black salt has distinctive sulfur compounds (egg/savory flavor) but nutritionally near-identical to regular salt. User verify; could also point to same FDC as salt_raw and dedupe at app layer.,approximate,,2,"{""tsp"": 5, ""pinch"": 0.4}",,vegetarian eggetarian fishetarian veg,human_ok
amchur_powder_raw,Amchur powder,amchur; amchoor; dried mango powder; aam chur,spice,composed,raw,1,E036,"Mango, ripe, banganapalli",,,Composed ingredient. Compute per-100g nutrition by taking E036 values and multiplying every nutrient by 9.0 (moisture ratio: fresh ~80% water to dried ~10% water). ETL script must apply this multiplier when building ingredients.json.,approximate,,2,"{""tsp"": 3, ""tbsp"": 9, ""pinch"": 0.3}",,vegetarian eggetarian fishetarian veg,human_ok
cashew_raw,Cashew,cashew; cashew nut; kaju; mundhiri; jeedi pappu,nut_seed,ifct,raw,1,H005,Cashew nut,,,IFCT match regn=6. Raw/unroasted. For roasted use separate app_id with USDA.,exact,,30,"{""piece"": 1.5, ""katori"": 30, ""tbsp_chopped"": 8}",tree_nuts,vegetarian eggetarian fishetarian veg,human_ok
almond_raw,Almond,almond; badam; vadumai; badam pappu,nut_seed,ifct,raw,1,H001,Almond,,,IFCT match regn=6,exact,,30,"{""piece"": 1.2, ""katori"": 30, ""tbsp_slivered"": 7}",tree_nuts,vegetarian eggetarian fishetarian veg,human_ok
peanut_raw,Peanut,peanut; groundnut; moongphali; verkadalai; pallelu,nut_seed,ifct,raw,1,H012,Ground nut,,,IFCT H012 = peanut (groundnut in Indian English). regn=6. Raw with skin; roasted variant would need separate entry.,exact,,30,"{""katori"": 30, ""tbsp"": 9, ""palmful"": 15}",peanuts,vegetarian eggetarian fishetarian veg,human_ok
sesame_seeds_raw,Sesame seeds,sesame seeds; til; ellu; nuvvulu; gingelly seeds; white til,nut_seed,ifct,raw,1,H011,"Gingelly seeds, white",,,Chose H011 white (regn=5) as default — most common in Indian sweets and tahini. Alternatives: H009 black (regn=6) for til chikki/Karnataka use; H010 brown (regn=4). Specificity (white = culinary default) beats regn tiebreak here.,good,,5,"{""tsp"": 3, ""tbsp"": 9, ""katori"": 30}",sesame,vegetarian eggetarian fishetarian veg,human_ok
poppy_seeds_raw,Poppy seeds,poppy seeds; khus khus; gasagasa; khaskhas; posto,nut_seed,ifct,raw,1,G032,Poppy seeds,,,"IFCT match regn=6. Note: IFCT places poppy seeds in Condiments and Spices (G-code) not Nuts/Oil Seeds, but culinary category for app is nut_seed.",exact,,5,"{""tsp"": 3, ""tbsp"": 9}",,vegetarian eggetarian fishetarian veg,human_ok
melon_seeds_raw,Melon seeds,melon seeds; magaz; magajtari; chaar magaz; watermelon seeds; muskmelon seeds,nut_seed,usda,raw,1,,,,"Seeds, watermelon seed kernels, dried","IFCT no entry. 'Magaz/char magaz' in Indian cooking is typically a mix of watermelon, muskmelon, pumpkin, and cucumber seed kernels — FDC 170556 watermelon seed kernels is closest single proxy. If brand specifies char magaz blend, build as source=composed. User verify.",weak,,10,"{""tsp"": 3, ""tbsp"": 9}",,vegetarian eggetarian fishetarian veg,human_ok
walnut_raw,Walnut,walnut; akhrot; akrot; akhrot giri,nut_seed,ifct,raw,1,H021,Walnut,,,IFCT match regn=6,exact,,30,"{""half"": 2, ""katori"": 30, ""tbsp_chopped"": 8}",tree_nuts,vegetarian eggetarian fishetarian veg,human_ok
pistachio_raw,Pistachio,pistachio; pista; pistanut,nut_seed,ifct,raw,1,H018,Pistachio nuts,,,IFCT match regn=6. Raw/unsalted; salted/roasted needs separate entry.,exact,,30,"{""piece"": 0.7, ""katori"": 30, ""tbsp_chopped"": 8}",tree_nuts,vegetarian eggetarian fishetarian veg,human_ok
jaggery_raw,Jaggery,jaggery; gud; gur; bellam; vellam; cane jaggery,sweetener,ifct,raw,1,I001,"Jaggery, cane",,,IFCT match regn=6. This is CANE jaggery. Palm jaggery (per your known-gap list) is a separate ingredient — keep palm_jaggery_raw as USDA if it comes up.,exact,,15,"{""tsp"": 4, ""tbsp"": 12, ""piece_small"": 15}",,vegetarian eggetarian fishetarian veg,human_ok
honey_raw,Honey,honey; shahad; madhu; thaen,sweetener,usda,raw,1,,,169640,Honey,IFCT gap (per spec). FDC 169640 SR Legacy. User verify.,good,,7,"{""tsp"": 7, ""tbsp"": 21}",,vegetarian eggetarian fishetarian veg,human_ok
brown_sugar_raw,Brown sugar,brown sugar; demerara sugar; muscovado,sweetener,usda,raw,1,,,169656,"Sugars, brown",IFCT gap (refined sugar excluded). FDC 169656 SR Legacy brown sugar. User verify. Note: distinct from jaggery (I001) — brown sugar is refined white sugar with molasses added back.,good,,5,"{""tsp"": 4, ""tbsp"": 12, ""cup"": 220}",,vegetarian eggetarian fishetarian veg,human_ok
tea_leaves_raw,Tea leaves,tea leaves; chai patti; chai; black tea; assam tea,beverage,usda,raw,1,,,,"Tea, instant, unsweetened, powder",Dry-leaf basis. Instant tea powder used as closest dry-basis USDA equivalent. Per-cup brewing uses 2g leaves; nutrition per cup brewed is negligible vs leaves.,weak,,2,"{""tsp_dry"": 2, ""tbsp_dry"": 6, ""cup_brewed"": 240}",,vegetarian eggetarian fishetarian veg,human_ok
instant_coffee_raw,Instant coffee,instant coffee; coffee powder; nescafe; kaapi powder,beverage,usda,raw,1,,,171890,"Beverages, coffee, instant, regular, powder, not reconstituted",IFCT no entry. FDC 171890 SR Legacy instant coffee powder. User verify. Note: this is dry powder basis; for brewed coffee use FDC 171889 or set source=composed.,good,,2,"{""tsp"": 2, ""tbsp"": 6, ""cup_brewed"": 240}",,vegetarian eggetarian fishetarian veg,human_ok
lemon_juice_raw,Lemon juice,lemon juice; nimbu rasa; elumichai sarru; lime juice,fruit,ifct,raw,1,E033,"Lemon, juice",,,"IFCT E033 is lemon JUICE (per 100g of juice), not whole fruit. Most recipes use juice — appropriate match. If you need whole lemon nutrition, use USDA. regn=6.",exact,,15,"{""tsp"": 5, ""tbsp"": 15, ""lemon_juice_of_1"": 30}",,vegetarian eggetarian fishetarian veg,human_ok
tamarind_pulp_raw,Tamarind pulp,tamarind; tamarind pulp; imli; puli; chinch; tamarind paste,fruit,ifct,raw,1,E064,"Tamarind, pulp",,,"IFCT match regn=6. This is deseeded pulp. For dried tamarind block, use same entry — nutrition per 100g pulp is comparable; adjust unit_default if needed.",exact,,15,"{""tsp_paste"": 5, ""tbsp_paste"": 15, ""ball_lemon_sized"": 30}",,vegetarian eggetarian fishetarian veg,human_ok
rose_water_raw,Rose water,rose water; gulab jal; gulab arak,beverage,usda,raw,1,,,,"Water, bottled, generic",Rose water is ~99% water with trace flavoring compounds. Plain water (FDC 174831) used as nutrition proxy; contribution to recipe macros is negligible.,weak,,5,"{""tsp"": 5, ""tbsp"": 15}",,vegetarian eggetarian fishetarian veg,human_ok
besan_raw,Besan,besan; gram flour; chickpea flour; chana atta; kadalai maavu; senagapindi,pulse,ifct,raw,1.5,B001,"Bengal gram, dal",,,"Besan = finely milled bengal gram dal. No separate IFCT entry for the flour; B001 (regn=6) is the underlying grain — nutrition per 100g is identical (grinding is mass-conserving, no significant moisture change). Categorized as pulse since the protein/fiber profile is pulse-like. cooked_yield_ratio=1.50 since besan is typically used in batters that cook with modest expansion (pakora, dhokla, kadhi).",exact,,30,"{""tsp"": 3, ""tbsp"": 8, ""cup"": 120, ""katori"": 80}",,vegetarian eggetarian fishetarian veg,human_ok
semolina_raw,Semolina,semolina; sooji; suji; rava; bombay rava,grain,ifct,raw,3,A022,"Wheat, semolina",,,IFCT match regn=6. Used for upma/halwa/rava idli. cooked_yield_ratio=3.00 per grain default.,exact,,30,"{""tsp"": 4, ""tbsp"": 12, ""cup"": 170, ""katori"": 100}",gluten,vegetarian eggetarian fishetarian veg,human_ok
poha_raw,Flattened rice,poha; flattened rice; aval; atukulu; chivda; chura; pauwa,grain,ifct,raw,3,A011,Rice flakes,,,IFCT match regn=6. Thick or thin poha; nutrition essentially same. cooked_yield_ratio=3.00 for grain default (poha rehydrates significantly).,exact,,30,"{""katori"": 30, ""cup"": 50}",,vegetarian eggetarian fishetarian veg,human_ok
vermicelli_wheat_raw,Wheat vermicelli,vermicelli; semiya; seviyan; sevaiyan; wheat vermicelli,grain,ifct,raw,3,A023,"Wheat, vermicelli",,,Chose A023 raw (regn=6) as default. For roasted (most commercial Indian brands sell pre-roasted) use A024. Both regn=6 — culinary intent decides; recipes specifying just 'vermicelli' usually mean unroasted.,good,,30,"{""katori"": 30, ""cup"": 60}",gluten,vegetarian eggetarian fishetarian veg,human_ok
maida_raw,Refined wheat flour,maida; refined wheat flour; all purpose flour; APF; plain flour,grain,ifct,raw,1.5,A018,"Wheat flour, refined",,,IFCT match regn=6. cooked_yield_ratio=1.50 per flour default.,exact,,30,"{""tsp"": 3, ""tbsp"": 8, ""cup"": 120}",gluten,vegetarian eggetarian fishetarian veg,human_ok
idli_rava_raw,Idli rava,idli rava; idli rawa; rice rava; coarse rice rava,grain,ifct,raw,3,A014,"Rice, parboiled, milled",,,"Idli rava is coarsely ground parboiled rice. No separate IFCT entry; A014 (regn=6) is the underlying grain — nutrition per 100g identical (coarse grind only). Differs from A015 'Rice, raw, milled' because idli rava is specifically parboiled.",exact,,30,"{""katori"": 30, ""cup"": 200}",,vegetarian eggetarian fishetarian veg,human_ok
sabudana_raw,Sabudana,sabudana; sago; tapioca pearl; saggubiyyam; sabakki,grain,usda,raw,3,,,169717,"Tapioca, pearl, dry","IFCT F015 'Tapioca' is the fresh root (regn=3), nutritionally very different from processed sago pearls (sabudana is near-pure starch, ~85% carbs, minimal fiber/protein vs fresh tapioca's higher fiber and moisture). FDC 169717 SR Legacy 'Tapioca, pearl, dry' is correct match. Categorized as grain for app purposes (used like rice in khichdi/kheer). User verify.",good,,30,"{""katori"": 30, ""cup"": 152}",,vegetarian eggetarian fishetarian veg,human_ok
papad_raw,Papad,papad; papadum; appalam; pappadam; urad papad,processed,usda,raw,1,,,,Papad,IFCT no entry. FDC 169743 SR Legacy papad. Note: huge variation by base (urad/moong/rice/sago) and seasoning — FDC entry is generic urad-style. For specific papad types consider source=composed. User verify. cooked_yield_ratio=1.00 since fried/roasted papad loses moisture but gains oil ~ even out per piece basis.,weak,,8,"{""piece"": 8}",,vegetarian eggetarian fishetarian veg,human_ok
rice_sevai_raw,Rice sevai,rice sevai; rice vermicelli; idiyappam; santhakai; sevai; rice noodles,grain,usda,raw,3,,,,"Rice noodles, dry","IFCT no entry (A023/A024 are wheat vermicelli, distinct). FDC 168879 SR Legacy rice noodles. User verify. Distinguish in app from wheat vermicelli — different gluten profile and culinary use.",weak,,30,"{""katori"": 30, ""cup"": 56}",,vegetarian eggetarian fishetarian veg,human_ok
bread_white_raw,Bread,bread; white bread; pav; pao; sliced bread,processed,usda,as_eaten,1,,,172684,"Bread, white, commercially prepared",IFCT no entry. FDC 172684 SR Legacy white bread (commercial sliced). For pav/dinner rolls use 174923; for whole wheat 172686. form=as_eaten since bread is consumed without further cooking. User verify.,good,,30,"{""slice"": 30, ""pav_bun"": 50}",gluten,vegetarian eggetarian fishetarian veg,human_ok
rolled_oats_raw,Rolled oats,rolled oats; oats; oatmeal; jai; jaii,grain,usda,raw,3,,,173904,"Cereals, oats, regular and quick, not fortified, dry",IFCT no entry. FDC 173904 SR Legacy plain dry rolled oats. For fortified (most Indian brands like Quaker/Bagrry's fortify) use 173903. User verify.,good,,40,"{""katori"": 40, ""cup"": 81, ""tbsp"": 6}",gluten,vegetarian eggetarian fishetarian veg,human_ok
corn_flakes_raw,Corn flakes,corn flakes; cornflakes; maize flakes,processed,usda,as_eaten,1,,,,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Corn Flakes","IFCT no entry. FDC 173220 SR Legacy Kellogg's branded; generic equivalent 173752 'Cereals ready-to-eat, corn flakes, low sodium'. Branded entry chosen as closer to Indian retail. form=as_eaten (RTE). User verify.",weak,,30,"{""katori"": 30, ""cup"": 28, ""bowl"": 40}",gluten,vegetarian eggetarian fishetarian veg,human_ok
